query_raw	query_normalized	normalization_group_id	normalization_type	normalization_reason
подвеска в машину на зеркало спорт	подвеска в машину на зеркало спорт	QG_1c89001cc651	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину на зеркало ссср	подвеска в машину на зеркало ссср	QG_d3bab6dd6605	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину на зеркало старославянская лада	подвеска в машину на зеркало старославянская лада	QG_957b236e8e3a	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину на зеркало стеклянная	подвеска в машину на зеркало стеклянная	QG_05da74dcdbb8	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину на зеркало телец	подвеска в машину на зеркало телец	QG_d072f9aba245	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину на зеркало хендай	подвеска в машину на зеркало хендай	QG_e5a88801c800	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину на зеркало череп	подвеска в машину на зеркало череп	QG_2ec80245d8dc	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину на зеркало четки	подвеска в машину на зеркало четки	QG_b2a7fe2d96eb	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину на зеркало шар черный восьмерка	подвеска в машину на зеркало шар черный восьмерка	QG_fd457192d107	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину на зеркало шкода	подвеска в машину на зеркало шкода	QG_4b266bea2dc3	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину на зеркало штурмовик север z	подвеска в машину на зеркало штурмовик север z	QG_e42d66100b60	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину на зеркало юрта	подвеска в машину на зеркало юрта	QG_bcd83799140b	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину на зеркало японская	подвеска в машину на зеркало японская	QG_5ea346b9823b	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину наррд	подвеска в машину наррд	QG_11e5f742da4f	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину новогодняя	подвеска в машину новогодняя	QG_52d2ee43214b	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину новогодняя 2927	подвеска в машину новогодняя 2927	QG_2d6ebc08c271	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину оберег на зеркало	подвеска в машину оберег на зеркало	QG_13efbd296e02	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину оберег череп манула	подвеска в машину оберег череп манула	QG_b74a42c421b9	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину подарок	подвеска в машину подарок	QG_41b907de25f2	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину ретро	подвеска в машину ретро	QG_c63296e68f15	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину род войск	подвеска в машину род войск	QG_de4912746ed3	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину рука	подвеска в машину рука	QG_fda10cd6273d	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину рыба на зеркало	подвеска в машину рыба на зеркало	QG_fc1765edd435	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину светильник	подвеска в машину светильник	QG_c90fd5a660ae	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину семья	подвеска в машину семья	QG_344db6eef99c	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину скорпион	подвеска в машину скорпион	QG_7f993486ff38	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину стрелец	подвеска в машину стрелец	QG_1ea4da32ba40	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину талисман	подвеска в машину талисман	QG_d3407e83fbb0	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину фигурка дедпул	подвеска в машину фигурка дедпул	QG_f454e453e84f	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину четки	подвеска в машину четки	QG_a0b5447ab62b	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска в машину языческая	подвеска в машину языческая	QG_17d793b075c9	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска валькнут	подвеска валькнут	QG_a1aca1d6fb8b	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска весы	подвеска весы	QG_cc001a2678bd	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска весы мужская	подвеска весы мужская	QG_a30b61453dea	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска водолей	подвеска водолей	QG_de7a14ce64b2	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска герб в машину	подвеска герб в машину	QG_6086a772a6b6	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска дева	подвеска дева	QG_01d9e9be1b23	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска дерева мужская	подвеска дерева мужская	QG_ce944785ba77	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска дерево жизни на зеркале	подвеска дерево жизни на зеркале	QG_b9a4b4f3562a	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска для авто стильная	подвеска для авто стильная	QG_b0d4c657e685	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска для автомобиля на зеркало женская	подвеска для автомобиля на зеркало женская	QG_1c2d7e659e6f	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска для зеркало в авто	подвеска для зеркало в авто	QG_cf7489fd0c40	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска для машины перчатка написанными ufc	подвеска для машины перчатка написанными ufc	QG_eae30124317d	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска для овнов	подвеска для овнов	QG_0f6041a04b2c	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска для песка	подвеска для песка	QG_db4772dfdffc	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска женская в автомобиль на зеркало	подвеска женская в автомобиль на зеркало	QG_13a10c2b96f9	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска зеркал в машине	подвеска зеркал в машине	QG_d74127742f7e	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска зеркало автомобиля	подвеска зеркало автомобиля	QG_528b050aecd1	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска зеркало из натурального	подвеска зеркало из натурального	QG_4771ab11bf75	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска зеркало магического	подвеска зеркало магического	QG_ed038b346abe	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска зеркало оберег	подвеска зеркало оберег	QG_494f888b1580	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска зеркало-амулет	подвеска зеркало - амулет	QG_71bbbfc29f61	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска знак зодиака дева	подвеска знак зодиака дева	QG_50d72969f9c4	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска знак зодиака набор	подвеска знак зодиака набор	QG_fb41c4e0cfe3	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска знак зодиака рак в машину	подвеска знак зодиака рак в машину	QG_690e7eb6271a	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска знак зодиака соколов	подвеска знак зодиака соколов	QG_8bce34755540	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска из акрила	подвеска из акрила	QG_c0d0974242ee	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска из дерева в машину	подвеска из дерева в машину	QG_2c625cdb6be7	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска инь янь золото	подвеска инь янь золото	QG_76643810e53b	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска катана в машину на зеркало мужская	подвеска катана в машину на зеркало мужская	QG_22de38629498	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска коз	подвеска коз	QG_692deb5116f6	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска козерог	подвеска козерог	QG_cf764b0fb568	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска козерог карабин	подвеска козерог карабин	QG_2625e3d104c0	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска колесо в машину на зеркало	подвеска колесо в машину на зеркало	QG_6fdf9034cb3c	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска красная в машину на зеркало	подвеска красная в машину на зеркало	QG_d7622ba7fa49	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска крючок рыб в машину	подвеска крючок рыб в машину	QG_c888b2b01971	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска лев	подвеска лев	QG_95b5b6dd2b4d	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска лев в машину	подвеска лев в машину	QG_cb21e3f1ccd4	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска левна телефон	подвеска левна телефон	QG_9bbc4f23df2c	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска магическая	подвеска магическая	QG_aba84d124bc0	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска машину на зеркало	подвеска машину на зеркало	QG_57ca27438656	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска машины	подвеска машины	QG_090cdf4f56c9	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска медная скорпион	подвеска медная скорпион	QG_3c1577a4a70a	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска монетки в машину славянский оберег	подвеска монетки в машину славянский оберег	QG_ad27bb98fe89	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска мужская	подвеска мужская	QG_03f3236bed96	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска мужская коловрат	подвеска мужская коловрат	QG_c9d6c8ac44d9	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска мужская оберег	подвеска мужская оберег	QG_863c8124150f	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на авто зеркало	подвеска на авто зеркало	QG_751b47c5d641	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на авто зерколо	подвеска на авто зерколо	QG_507a47c1a7f4	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало	подвеска на зеркало	QG_bb4b15bae108	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало half life	подвеска на зеркало half life	QG_6013e2323a6c	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало hella flash	подвеска на зеркало hella flash	QG_d6fcd7b15a74	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало авто	подвеска на зеркало авто	QG_9bb86d70a646	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало авто валенки	подвеска на зеркало авто валенки	QG_4a076d1aba98	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало авто скорпион	подвеска на зеркало авто скорпион	QG_e84b40eb4289	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало авто уголовный розыск в машину	подвеска на зеркало авто уголовный розыск в машину	QG_dab2d8a2dfe4	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало автомобиля	подвеска на зеркало автомобиля	QG_be9fae3e1c6c	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало автомобиля акула	подвеска на зеркало автомобиля акула	QG_e0bcc7627735	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало автомобиля в машину	подвеска на зеркало автомобиля в машину	QG_18b537956ce4	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало автомобиля дева	подвеска на зеркало автомобиля дева	QG_36420aa758c7	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало автомобиля,	подвеска на зеркало автомобиля	QG_be9fae3e1c6c	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало автомобиля.	подвеска на зеркало автомобиля	QG_be9fae3e1c6c	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в авто	подвеска на зеркало в авто	QG_4222642e6ef6	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в авто водолей	подвеска на зеркало в авто водолей	QG_66819c42e34b	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в авто коасный	подвеска на зеркало в авто коасный	QG_6b4f0ebe5263	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в автомобиль	подвеска на зеркало в автомобиль	QG_622224a5b49a	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машине	подвеска на зеркало в машине	QG_e6733f7f5e69	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину	подвеска на зеркало в машину	QG_0ed10411d4cc	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину близнец	подвеска на зеркало в машину близнец	QG_7710171d74d0	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину боксерские перчатки lada samara	подвеска на зеркало в машину боксерские перчатки lada samara	QG_22593a054233	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину весы	подвеска на зеркало в машину весы	QG_037448fd65a1	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину воровская звезда	подвеска на зеркало в машину воровская звезда	QG_ca5a7f1b7beb	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину гаваи	подвеска на зеркало в машину гаваи	QG_5f6ed587b53c	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину для мужчины	подвеска на зеркало в машину для мужчины	QG_0749ef0e2496	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину древо жизни	подвеска на зеркало в машину древо жизни	QG_f87f20d25b4d	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину женская	подвеска на зеркало в машину женская	QG_36298444e5e2	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину згт	подвеска на зеркало в машину згт	QG_00e0dc0acd44	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину знак зодиака	подвеска на зеркало в машину знак зодиака	QG_0ed08300b22c	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину индейцы	подвеска на зеркало в машину индейцы	QG_72ab778ffc99	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину киа	подвеска на зеркало в машину киа	QG_bd49f58e44a3	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину купола	подвеска на зеркало в машину купола	QG_83cd7ffa69bf	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину лошадь	подвеска на зеркало в машину лошадь	QG_af20d3a763ca	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину мужская скалодаз	подвеска на зеркало в машину мужская скалодаз	QG_1ab0ce72ee77	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину нисан	подвеска на зеркало в машину нисан	QG_cd0044afbab5	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину оберег	подвеска на зеркало в машину оберег	QG_c67ad57ea4ed	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину питбуль	подвеска на зеркало в машину питбуль	QG_814bca642a2d	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину прикол	подвеска на зеркало в машину прикол	QG_5efb803f208f	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину рыба	подвеска на зеркало в машину рыба	QG_9ab1f9c98d9c	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину скелет рыба	подвеска на зеркало в машину скелет рыба	QG_9eb3e9794786	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину собака	подвеска на зеркало в машину собака	QG_ba2486948c6b	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину ссср	подвеска на зеркало в машину ссср	QG_c16ede913414	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину талисман	подвеска на зеркало в машину талисман	QG_9c420cd7c90c	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину тигр	подвеска на зеркало в машину тигр	QG_7a7a0d3884e4	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину топор	подвеска на зеркало в машину топор	QG_03b9dd849ef8	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину уаз	подвеска на зеркало в машину уаз	QG_4e3a998acfd8	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину фигурка гимнаст	подвеска на зеркало в машину фигурка гимнаст	QG_588e8ee9b0d3	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину фигурка спортивная гимнастика	подвеска на зеркало в машину фигурка спортивная гимнастика	QG_c1af2258fabd	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину череп	подвеска на зеркало в машину череп	QG_5ab27672c0b5	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало в машину япоская	подвеска на зеркало в машину япоская	QG_5aedcdc5acdf	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало девушка	подвеска на зеркало девушка	QG_5e1c4732e310	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало девушка аниме	подвеска на зеркало девушка аниме	QG_9fcddc4e8c94	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало деревянная	подвеска на зеркало деревянная	QG_c617b90e7ecd	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало для автомобиля	подвеска на зеркало для автомобиля	QG_e8eb9aeb9467	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало заднего вида в машину маска бдсм	подвеска на зеркало заднего вида в машину маска бдсм	QG_cfa9c5943692	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало машины	подвеска на зеркало машины	QG_ed1218425b7c	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало машины лапа тигра	подвеска на зеркало машины лапа тигра	QG_09a0b7817b83	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало мужская	подвеска на зеркало мужская	QG_52445b1d50d8	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало мужская в машину	подвеска на зеркало мужская в машину	QG_3d6a7d605f94	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало рыба	подвеска на зеркало рыба	QG_c9d9484a4c39	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало рыбы	подвеска на зеркало рыбы	QG_ecb2fa34ae2d	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало славянская	подвеска на зеркало славянская	QG_e5df8ea99e4d	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало татарское	подвеска на зеркало татарское	QG_e9a7cebda8aa	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало у машину	подвеска на зеркало у машину	QG_25a4d4a4d2eb	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало хоккейная краги в машину	подвеска на зеркало хоккейная краги в машину	QG_be1be981e33a	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на зеркало щущеная голоаа	подвеска на зеркало щущеная голоаа	QG_96ea64917509	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на машину	подвеска на машину	QG_d0d54245db76	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на удачу	подвеска на удачу	QG_8d93a3ffb366	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на шею ловец снов	подвеска на шею ловец снов	QG_d2aa767e7011	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска на шею чернобог	подвеска на шею чернобог	QG_15c6483d6cd0	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска оберег в машину бог тарс	подвеска оберег в машину бог тарс	QG_7cf68c363379	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска оберег в машину на зеркало	подвеска оберег в машину на зеркало	QG_f7f03499202b	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска оберег глаз в машину	подвеска оберег глаз в машину	QG_f2c375eb35ee	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска оберег на зеркало автомобиля	подвеска оберег на зеркало автомобиля	QG_878ff267f7ea	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска оберег овен	подвеска оберег овен	QG_8e49af1b3524	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска оберег от сглаза	подвеска оберег от сглаза	QG_e10f32a97ad6	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска оберег с	подвеска оберег с	QG_ede3816fde67	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска овен	подвеска овен	QG_97d87fb1665d	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска ом	подвеска ом	QG_2fa62791f572	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска от порчи	подвеска от порчи	QG_e44ec9f0171c	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска от сглаза	подвеска от сглаза	QG_e023450c3e1d	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска от сглаза в машину	подвеска от сглаза в машину	QG_d960a74b302c	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска под з	подвеска под з	QG_336ea37768b2	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска под зеркало	подвеска под зеркало	QG_c983d2920b93	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска православная в машину на зеркало	подвеска православная в машину на зеркало	QG_d177a3eca79a	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска прикольная на зеркало в машину	подвеска прикольная на зеркало в машину	QG_e4ab9948e4e4	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска рак	подвеска рак	QG_f7f52e68724d	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска рак большая	подвеска рак большая	QG_6fcfb1b54bc5	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска россия на зеркало в машину	подвеска россия на зеркало в машину	QG_660b0946e622	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска руна	подвеска руна	QG_4bcd41abde85	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска с защитой от сглаза и порчи	подвеска с защитой от сглаза и порчи	QG_407fdf807fd1	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска с зеркалом дерево	подвеска с зеркалом дерево	QG_d7e1b488c1e1	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска с знаком зодиака рак	подвеска с знаком зодиака рак	QG_ded1098f553c	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска с ру	подвеска с ру	QG_8661604cdc5a	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска скорпион	подвеска скорпион	QG_657a9f613f11	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска скорпион в машину	подвеска скорпион в машину	QG_2e3e773ed681	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска скорпион в машину на зеркало	подвеска скорпион в машину на зеркало	QG_766292dfb26c	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска скорпион мужская	подвеска скорпион мужская	QG_1fb60b9c1cd6	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска скорпион на ни	подвеска скорпион на ни	QG_252066b845ef	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска скорпион на шею мужской	подвеска скорпион на шею мужской	QG_e23d61547f67	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска славянская	подвеска славянская	QG_e2c40e34755c	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска славянская на зеркало автомобиля	подвеска славянская на зеркало автомобиля	QG_42913742cfff	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска славянский оберег	подвеска славянский оберег	QG_e037bde2c11f	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска со заком зодиака стрелец	подвеска со заком зодиака стрелец	QG_50dc89950f1b	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска со львом	подвеска со львом	QG_290366f9d71a	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска со стразами в машину на зеркало	подвеска со стразами в машину на зеркало	QG_0ad95b085ecf	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска стрелец	подвеска стрелец	QG_52d469eb8bb9	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска стрелец позолота	подвеска стрелец позолота	QG_2d8687fcc87f	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска телец	подвеска телец	QG_be9dda035ab3	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска узел	подвеска узел	QG_4b7ebdb3b14d	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска украшение в автомобиль	подвеска украшение в автомобиль	QG_f5b7242aa002	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска череп вагнер в машину	подвеска череп вагнер в машину	QG_c7740ffbe1fb	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска четки	подвеска четки	QG_f5b42ae5704d	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска четки на зеркало в машину	подвеска четки на зеркало в машину	QG_32174009125d	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска шаманский оберег в машину	подвеска шаманский оберег в машину	QG_3bf5852535c4	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска эзотерика	подвеска эзотерика	QG_fa1183c05c56	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска ювелирная весы скорпион	подвеска ювелирная весы скорпион	QG_75b483156c65	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвеска ювелирная козерог	подвеска ювелирная козерог	QG_9abbdf0f96ac	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвески в авто на зеркало	подвески в авто на зеркало	QG_6df265f67ae0	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвески в авто на зеркало деревянные	подвески в авто на зеркало деревянные	QG_c69a65d27059	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
подвески в авто рак	подвески в авто рак	QG_8a131af2c138	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
